"area_fips","year","Annual_Debt_to_income_ratio_low","Annual_Debt_to_income_ratio_high"
51199,2010,3.43,NA
51199,2011,3.43,NA
51199,2012,3.43,NA
51199,2013,3.43,NA
51199,2014,3.43,NA
51199,2015,3.43,NA
51199,2016,3.43,NA
51199,2017,3.43,NA
51199,2018,3.43,NA
51199,2019,3.43,NA
51199,2020,3.43,NA
51199,2021,3.43,NA
51199,2022,3.43,NA
51199,2023,3.225,3.43
51199,2024,2.61,3.43
51510,1999,1.055,1.235
51510,2000,1.055,1.235
51510,2001,0.9525,1.145
51510,2002,1.145,1.325
51510,2003,1.19,1.3775
51510,2004,1.4225,1.64
51510,2005,1.64,1.9025
51510,2006,1.7,1.985
51510,2007,1.64,1.9025
51510,2008,1.58,1.82
51510,2009,1.5275,1.76
51510,2010,1.37,1.58
51510,2011,1.37,1.58
51510,2012,1.28,1.475
51510,2013,1.235,1.4225
51510,2014,1.235,1.4225
51510,2015,1.325,1.5275
51510,2016,1.325,1.5275
51510,2017,1.28,1.475
51510,2018,1.19,1.37
51510,2019,1.235,1.4225
51510,2020,1.325,1.5275
51510,2021,1.235,1.4225
51510,2022,1.37,1.58
51510,2023,1.475,1.7
51510,2024,1.37,1.58
51515,1999,0.895,1.1
51515,2000,0.9975,1.19
51515,2001,1.055,1.235
51515,2002,0.8375,1.055
51515,2003,0.94,1.145
51515,2004,0.78,1.01
51515,2005,0.78,1.01
51515,2006,1.01,1.19
51515,2007,0.8375,1.055
51515,2008,0.985,1.1975
51515,2009,1.5275,1.76
51515,2010,1.385,1.595
51515,2011,1.5425,1.79
51515,2012,1.8425,2.1825
51515,2013,1.82,2.15
51520,1999,0,0.78
51520,2000,0,0.78
51520,2001,0,0.78
51520,2002,0,0.78
51520,2003,0,0.78
51520,2004,0,0.78
51520,2005,0,0.78
51520,2006,0,0.78
51520,2007,0,0.78
51520,2008,0,0.78
51520,2009,0,0.78
51520,2010,0.195,0.8375
51520,2011,0.585,0.9525
51520,2012,0,0.78
51520,2013,0,0.78
51520,2014,0.195,0.8375
51520,2015,0.585,0.9525
51520,2016,0.8825,1.1
51520,2017,1.145,1.3325
51520,2018,1.145,1.3325
51520,2019,1.145,1.325
51520,2020,1.1,1.28
51520,2021,1.01,1.19
51520,2022,0.8375,1.055
51520,2023,0.895,1.1
51520,2024,0.78,1.01
51530,1999,0,0.78
51530,2000,0,0.78
51530,2001,0.195,0.8375
51530,2002,0.78,1.01
51530,2003,0.8375,1.055
51530,2004,0.78,1.01
51530,2005,1.19,1.3775
51530,2006,1.2875,1.4825
51530,2007,1.58,1.82
51530,2008,1.58,1.82
51530,2009,1.19,1.3775
51530,2010,1.055,1.235
51530,2011,1.01,1.19
51530,2012,0.895,1.1
51530,2013,0.585,0.9525
51530,2014,0.6425,0.9975
51530,2015,0.8375,1.055
51530,2016,0.8375,1.055
51530,2017,0.6425,0.9975
51530,2018,0.78,1.01
51530,2019,0.78,1.01
51530,2020,1.03,1.2425
51530,2021,1.3775,1.5875
51530,2022,1.3325,1.535
51530,2023,1.3775,1.5875
51530,2024,1.37,1.58
51540,1999,0,0.78
51540,2000,0,0.78
51540,2001,0,0.78
51540,2002,0,0.78
51540,2003,0,0.78
51540,2004,0,0.78
51540,2005,0,0.78
51540,2006,0,0.78
51540,2007,0,0.78
51540,2008,0.39,0.895
51540,2009,0.78,1.01
51540,2010,0.39,0.895
51540,2011,0,0.78
51540,2012,0,0.78
51540,2013,0,0.78
51540,2014,0,0.78
51540,2015,0,0.78
51540,2016,0,0.78
51540,2017,0,0.78
51540,2018,0,0.78
51540,2019,0,0.78
51540,2020,0,0.78
51540,2021,0.195,0.8375
51540,2022,0,0.78
51540,2023,0,0.78
51540,2024,0,0.78
51550,1999,2.15,2.61
51550,2000,2.15,2.61
51550,2001,2.0675,2.495
51550,2002,2.15,2.61
51550,2003,2.15,2.61
51550,2004,2.265,2.815
51550,2005,2.61,3.43
51550,2006,2.61,3.43
51550,2007,2.61,3.43
51550,2008,2.61,3.43
51550,2009,2.61,3.43
51550,2010,2.61,3.43
51550,2011,2.61,3.43
51550,2012,2.61,3.43
51550,2013,2.61,3.43
51550,2014,2.61,3.43
51550,2015,2.61,3.43
51550,2016,2.61,3.43
51550,2017,2.38,3.02
51550,2018,2.38,3.02
51550,2019,2.38,3.02
51550,2020,2.265,2.815
51550,2021,2.15,2.61
51550,2022,2.15,2.61
51550,2023,2.15,2.61
51550,2024,2.15,2.61
51570,1999,1.475,1.7
51570,2000,1.5875,1.8425
51570,2001,1.6475,1.925
51570,2002,1.76,2.0675
51570,2003,1.5275,1.76
51570,2004,1.5275,1.76
51570,2005,1.58,1.82
51570,2006,1.5275,1.76
51570,2007,1.475,1.7
51570,2008,1.58,1.82
51570,2009,1.64,1.9025
51570,2010,1.5875,1.8425
51570,2011,1.4225,1.64
51570,2012,1.235,1.4225
51570,2013,1.28,1.475
51570,2014,1.28,1.475
51570,2015,0.985,1.19
51570,2016,0.78,1.01
51570,2017,0.8375,1.055
51570,2018,0.78,1.01
51570,2019,0.8375,1.055
51570,2020,1.235,1.43
51570,2021,1.145,1.325
51570,2022,1.145,1.325
51570,2023,1.145,1.325
51570,2024,1.01,1.19
51580,1999,0,0.78
51580,2000,0,0.78
51580,2001,0,0.78
51580,2002,0,0.78
51580,2003,0,0.78
51580,2004,0,0.78
51580,2005,0,0.78
51580,2006,0,0.78
51580,2007,0,0.78
51580,2008,0,0.78
51580,2009,0,0.78
51580,2010,0,0.78
51580,2011,0,0.78
51580,2012,0,0.78
51580,2013,0,0.78
51580,2014,0,0.78
51580,2015,0,0.78
51580,2016,0,0.78
51580,2017,0,0.78
51580,2018,0,0.78
51580,2019,0,0.78
51580,2020,0,0.78
51580,2021,0,0.78
51580,2022,0,0.78
51580,2023,0,0.78
51580,2024,0,0.78
51590,1999,0,0.78
51590,2000,0.195,0.8375
51590,2001,0.585,0.9525
51590,2002,0,0.78
51590,2003,0.39,0.895
51590,2004,0,0.78
51590,2005,0,0.78
51590,2006,0.195,0.8375
51590,2007,0.195,0.8375
51590,2008,0,0.78
51590,2009,0,0.78
51590,2010,0.195,0.8375
51590,2011,0,0.78
51590,2012,0,0.78
51590,2013,0,0.78
51590,2014,0,0.78
51590,2015,0,0.78
51590,2016,0,0.78
51590,2017,0,0.78
51590,2018,0,0.78
51590,2019,0,0.78
51590,2020,0,0.78
51590,2021,0,0.78
51590,2022,0,0.78
51590,2023,0,0.78
51590,2024,0,0.78
51595,1999,0,0.78
51595,2000,0,0.78
51595,2001,0,0.78
51595,2002,0.195,0.8375
51595,2003,0.585,0.9525
51595,2004,0,0.78
51595,2005,0,0.78
51595,2006,0,0.78
51595,2007,0,0.78
51595,2008,0,0.78
51595,2009,0,0.78
51595,2010,0,0.78
51595,2011,0,0.78
51595,2012,0,0.78
51595,2013,0.195,0.8375
51595,2014,0,0.78
51595,2015,0,0.78
51595,2016,0,0.78
51595,2017,0,0.78
51595,2018,0,0.78
51595,2019,0,0.78
51595,2020,0,0.78
51595,2021,0,0.78
51595,2022,0,0.78
51595,2023,0,0.78
51595,2024,0,0.78
51600,1999,1.1,1.28
51600,2000,0.9975,1.19
51600,2001,0.9525,1.145
51600,2002,0.78,1.01
51600,2003,1.0425,1.2425
51600,2004,1.145,1.325
51600,2005,1.19,1.37
51600,2006,1.28,1.475
51600,2007,1.235,1.4225
51600,2008,1.28,1.475
51600,2009,1.19,1.3775
51600,2010,1.1,1.28
51600,2011,1.235,1.4225
51600,2012,1.325,1.5275
51600,2013,1.4225,1.64
51600,2014,1.5275,1.76
51600,2015,1.64,1.9025
51600,2016,1.7,1.985
51600,2017,1.76,2.0675
51600,2018,1.64,1.9025
51600,2019,1.82,2.15
51600,2020,1.76,2.0675
51600,2021,1.925,2.2975
51600,2022,1.5875,1.8425
51600,2023,1.475,1.7
51600,2024,1.37,1.58
51610,1999,0,0.78
51610,2000,0,0.78
51610,2001,0,0.78
51610,2002,0,0.78
51610,2003,0.195,0.8375
51610,2004,0.7,1.0425
51610,2005,1.19,1.3775
51610,2006,1.475,1.7
51610,2007,1.76,2.0675
51610,2008,1.6475,1.925
51610,2009,1.535,1.7825
51610,2010,1.43,1.6475
51610,2011,1.5875,1.8425
51610,2012,1.76,2.0675
51610,2013,1.985,2.38
51610,2014,1.7,1.985
51610,2015,1.58,1.82
51610,2016,1.325,1.5275
51610,2017,1.19,1.37
51610,2018,1.28,1.475
51610,2019,1.145,1.325
51610,2020,1.28,1.475
51610,2021,1.4225,1.64
51610,2022,1.76,2.0675
51610,2023,1.475,1.7
51610,2024,1.37,1.58
51620,1999,0.94,1.145
51620,2000,1.1325,1.34
51620,2001,1.145,1.3325
51620,2002,1.0425,1.235
51620,2003,1.19,1.37
51620,2004,1.145,1.325
51620,2005,1.1,1.28
51620,2006,1.1,1.28
51620,2007,1.145,1.325
51620,2008,1.145,1.325
51620,2009,1.01,1.19
51620,2010,1.475,1.7
51620,2011,1.3925,1.625
51620,2012,1.2225,1.4375
51620,2013,1.4225,1.64
51620,2014,1.6025,1.8725
51620,2015,1.325,1.5275
51620,2016,1.4225,1.64
51620,2017,1.58,1.82
51620,2018,1.5275,1.76
51620,2019,1.28,1.4825
51620,2020,1.4225,1.64
51620,2021,1.58,1.82
51620,2022,1.5275,1.76
51620,2023,1.7,1.985
51620,2024,1.82,2.15
51630,1999,0,0.78
51630,2000,0,0.78
51630,2001,0,0.78
51630,2002,0,0.78
51630,2003,0,0.78
51630,2004,0,0.78
51630,2005,0,0.78
51630,2006,0.55,1.03
51630,2007,1.1,1.28
51630,2008,1.055,1.235
51630,2009,1.1,1.28
51630,2010,1.01,1.19
51630,2011,0.9525,1.145
51630,2012,1.01,1.19
51630,2013,0.9525,1.145
51630,2014,1.055,1.235
51630,2015,1.145,1.3325
51630,2016,1.055,1.235
51630,2017,1.01,1.19
51630,2018,0.8375,1.055
51630,2019,0.78,1.01
51630,2020,0.585,0.9525
51630,2021,0.78,1.01
51630,2022,0.8375,1.055
51630,2023,0.585,0.9525
51630,2024,0,0.78
51640,1999,0,0.78
51640,2000,0,0.78
51640,2001,0,0.78
51640,2002,0,0.78
51640,2003,0,0.78
51640,2004,0,0.78
51640,2005,0,0.78
51640,2006,0,0.78
51640,2007,0,0.78
51640,2008,0.39,0.895
51640,2009,0.195,0.8375
51640,2010,0,0.78
51640,2011,0,0.78
51640,2012,0,0.78
51640,2013,0,0.78
51640,2014,0,0.78
51640,2015,0,0.78
51640,2016,0,0.78
51640,2017,0,0.78
51640,2018,0,0.78
51640,2019,0,0.78
51640,2020,0,0.78
51640,2021,0,0.78
51640,2022,0,0.78
51640,2023,0,0.78
51640,2024,0,0.78
51650,1999,1.19,1.37
51650,2000,1.28,1.475
51650,2001,1.37,1.58
51650,2002,1.37,1.58
51650,2003,1.5275,1.76
51650,2004,1.58,1.82
51650,2005,1.64,1.9025
51650,2006,1.82,2.15
51650,2007,2.0675,2.495
51650,2008,1.9025,2.265
51650,2009,1.9025,2.265
51650,2010,1.76,2.0675
51650,2011,1.76,2.0675
51650,2012,1.82,2.15
51650,2013,1.76,2.0675
51650,2014,1.7,1.985
51650,2015,1.82,2.15
51650,2016,1.58,1.82
51650,2017,1.5275,1.76
51650,2018,1.5275,1.76
51650,2019,1.37,1.58
51650,2020,1.37,1.58
51650,2021,1.325,1.5275
51650,2022,1.325,1.5275
51650,2023,1.3775,1.5875
51650,2024,1.37,1.58
51660,1999,0,0.78
51660,2000,0,0.78
51660,2001,0,0.78
51660,2002,0,0.78
51660,2003,0,0.78
51660,2004,0,0.78
51660,2005,0,0.78
51660,2006,0,0.78
51660,2007,0,0.78
51660,2008,0,0.78
51660,2009,0,0.78
51660,2010,0,0.78
51660,2011,0,0.78
51660,2012,0,0.78
51660,2013,0,0.78
51660,2014,0.585,0.9525
51660,2015,0,0.78
51660,2016,0.195,0.8375
51660,2017,0,0.78
51660,2018,0,0.78
51660,2019,0,0.78
51660,2020,0,0.78
51660,2021,0,0.78
51660,2022,0,0.78
51660,2023,0,0.78
51660,2024,0,0.78
51670,1999,0.895,1.1
51670,2000,0.9975,1.19
51670,2001,1.1,1.28
51670,2002,1.19,1.37
51670,2003,1.19,1.37
51670,2004,1.28,1.475
51670,2005,1.235,1.4225
51670,2006,1.235,1.4225
51670,2007,1.37,1.58
51670,2008,1.37,1.58
51670,2009,1.19,1.37
51670,2010,0.895,1.1
51670,2011,1.055,1.235
51670,2012,1.145,1.325
51670,2013,1.19,1.37
51670,2014,1.01,1.19
51670,2015,0.94,1.145
51670,2016,0.8375,1.055
51670,2017,0.585,0.9525
51670,2018,0.39,0.895
51670,2019,0.9525,1.145
51670,2020,0.8375,1.055
51670,2021,0.78,1.01
51670,2022,0.895,1.1
51670,2023,0.8375,1.055
51670,2024,1.01,1.19
51678,1999,1.1,1.28
51678,2000,1.4225,1.64
51678,2001,1.19,1.37
51678,2002,1.325,1.5275
51678,2003,1.535,1.7825
51678,2004,1.925,2.2975
51678,2005,1.82,2.15
51678,2006,1.5875,1.8425
51678,2007,1.4225,1.64
51678,2008,1.4225,1.64
51678,2009,1.19,1.3775
51678,2010,0.94,1.145
51678,2011,1.325,1.5275
51678,2012,1.325,1.5275
51678,2013,1.1,1.28
51678,2014,1.145,1.3325
51678,2015,1.19,1.37
51678,2016,1.19,1.37
51678,2017,1.4825,1.7075
51678,2018,1.3325,1.535
51678,2019,1.145,1.3325
51678,2020,1.1,1.28
51678,2021,1.055,1.235
51678,2022,1.415,1.67
51678,2023,1.76,2.0675
51678,2024,1.58,1.82
51680,1999,0,0.78
51680,2000,0,0.78
51680,2001,0,0.78
51680,2002,0,0.78
51680,2003,0,0.78
51680,2004,0,0.78
51680,2005,0,0.78
51680,2006,0,0.78
51680,2007,0,0.78
51680,2008,0,0.78
51680,2009,0,0.78
51680,2010,0,0.78
51680,2011,0,0.78
51680,2012,0,0.78
51680,2013,0,0.78
51680,2014,0,0.78
51680,2015,0,0.78
51680,2016,0,0.78
51680,2017,0,0.78
51680,2018,0,0.78
51680,2019,0,0.78
51680,2020,0,0.78
51680,2021,0,0.78
51680,2022,0,0.78
51680,2023,0,0.78
51680,2024,0,0.78
51683,1999,1.055,1.235
51683,2000,1.2425,1.445
51683,2001,1.4225,1.64
51683,2002,1.055,1.235
51683,2003,1.19,1.37
51683,2004,1.145,1.325
51683,2005,1.1,1.28
51683,2006,1.28,1.475
51683,2007,1.28,1.475
51683,2008,1.19,1.37
51683,2009,1.01,1.19
51683,2010,0.8375,1.055
51683,2011,0.8375,1.055
51683,2012,0.8375,1.055
51683,2013,0.78,1.01
51683,2014,0.78,1.01
51683,2015,0.8375,1.055
51683,2016,1.01,1.19
51683,2017,1.145,1.325
51683,2018,1.235,1.4225
51683,2019,1.055,1.235
51683,2020,1.19,1.3775
51683,2021,1.19,1.37
51683,2022,1.19,1.37
51683,2023,1.145,1.325
51683,2024,1.01,1.19
51685,1999,1.985,2.38
51685,2000,1.985,2.38
51685,2001,2.15,2.61
51685,2002,2.61,3.43
51685,2003,2.265,2.815
51685,2004,3.225,3.43
51685,2005,3.43,NA
51685,2006,3.43,NA
51685,2007,3.43,NA
51685,2008,3.43,NA
51685,2009,3.43,NA
51685,2010,3.43,NA
51685,2011,3.43,NA
51685,2012,3.43,NA
51685,2013,3.43,NA
51685,2014,3.43,NA
51685,2015,3.43,NA
51685,2016,3.43,NA
51685,2017,3.43,NA
51685,2018,3.43,NA
51685,2019,3.43,NA
51685,2020,3.43,NA
51685,2021,3.43,NA
51685,2022,2.79,2.61
51685,2023,2.815,3.43
51685,2024,2.61,3.43
51690,1999,0.39,0.895
51690,2000,0.78,1.01
51690,2001,0.78,1.01
51690,2002,0.585,0.9525
51690,2003,0.78,1.01
51690,2004,0.39,0.895
51690,2005,0.195,0.8375
51690,2006,0.39,0.895
51690,2007,0.585,0.9525
51690,2008,0.895,1.1
51690,2009,0.9525,1.145
51690,2010,0.8375,1.055
51690,2011,0.8375,1.055
51690,2012,0.78,1.01
51690,2013,1.01,1.19
51690,2014,0.78,1.01
51690,2015,0.8375,1.055
51690,2016,1.0425,1.235
51690,2017,1.1,1.28
51690,2018,1.1,1.28
51690,2019,1.01,1.19
51690,2020,0.78,1.01
51690,2021,0.195,0.8375
51690,2022,0,0.78
51690,2023,0,0.78
51690,2024,0,0.78
51700,1999,1.145,1.325
51700,2000,1.055,1.235
51700,2001,0.9525,1.145
51700,2002,1.01,1.19
51700,2003,1.055,1.235
51700,2004,1.055,1.235
51700,2005,1.1,1.28
51700,2006,1.28,1.475
51700,2007,1.325,1.5275
51700,2008,1.37,1.58
51700,2009,1.235,1.4225
51700,2010,1.235,1.4225
51700,2011,1.1,1.28
51700,2012,1.01,1.19
51700,2013,0.895,1.1
51700,2014,0.8375,1.055
51700,2015,0.8375,1.055
51700,2016,0.895,1.1
51700,2017,0.78,1.01
51700,2018,0.78,1.01
51700,2019,0.78,1.01
51700,2020,0.78,1.01
51700,2021,0.78,1.01
51700,2022,0.78,1.01
51700,2023,0.78,1.01
51700,2024,0.78,1.01
51710,1999,0,0.78
51710,2000,0,0.78
51710,2001,0,0.78
51710,2002,0,0.78
51710,2003,0,0.78
51710,2004,0,0.78
51710,2005,0.585,0.9525
51710,2006,0.78,1.01
51710,2007,0.78,1.01
51710,2008,0.8375,1.055
51710,2009,0.78,1.01
51710,2010,0.895,1.1
51710,2011,0.895,1.1
51710,2012,0.78,1.01
51710,2013,0.895,1.1
51710,2014,0.9525,1.145
51710,2015,0.78,1.01
51710,2016,0.78,1.01
51710,2017,0.78,1.01
51710,2018,0.78,1.01
51710,2019,0.78,1.01
51710,2020,0.78,1.01
51710,2021,0.78,1.01
51710,2022,0.78,1.01
51710,2023,0.78,1.01
51710,2024,0.78,1.01
51720,1999,0,0.78
51720,2000,0,0.78
51720,2001,0,0.78
51720,2002,0,0.78
51720,2003,0,0.78
51720,2004,0.39,0.895
51720,2005,0,0.78
51720,2006,0,0.78
51720,2007,0,0.78
51720,2008,0.195,0.8375
51720,2009,0.585,0.9525
51720,2010,0,0.78
51720,2011,0,0.78
51720,2012,0,0.78
51720,2013,0,0.78
51720,2014,0,0.78
51720,2015,0,0.78
51720,2016,0,0.78
51720,2017,0.195,0.8375
51720,2018,0,0.78
51720,2019,0,0.78
51720,2020,0,0.78
51720,2021,0,0.78
51720,2022,0,0.78
51720,2023,0.195,0.8375
51720,2024,0,0.78
51730,1999,0.78,1.01
51730,2000,0.8375,1.055
51730,2001,0.8375,1.055
51730,2002,0.78,1.01
51730,2003,0.895,1.1
51730,2004,0.585,0.9525
51730,2005,0.78,1.01
51730,2006,0.78,1.01
51730,2007,0.9525,1.145
51730,2008,0.895,1.1
51730,2009,1.01,1.19
51730,2010,1.01,1.19
51730,2011,1.055,1.235
51730,2012,1.01,1.19
51730,2013,0.895,1.1
51730,2014,0.9525,1.145
51730,2015,1.01,1.19
51730,2016,1.1,1.28
51730,2017,1.325,1.5275
51730,2018,1.325,1.5275
51730,2019,1.145,1.3325
51730,2020,1.145,1.325
51730,2021,1.055,1.235
51730,2022,0.9525,1.145
51730,2023,1.145,1.3325
51730,2024,1.19,1.37
51735,1999,3.43,NA
51735,2000,3.43,NA
51735,2001,3.43,NA
51735,2002,3.43,NA
51735,2003,3.43,NA
51735,2004,3.43,NA
51735,2005,3.43,NA
51735,2006,3.43,NA
51735,2007,3.43,NA
51735,2008,3.43,NA
51735,2009,3.43,NA
51735,2010,3.43,NA
51735,2011,3.43,NA
51735,2012,3.43,NA
51735,2013,3.43,NA
51735,2014,3.43,NA
51735,2015,3.43,NA
51735,2016,3.43,NA
51735,2017,3.43,NA
51735,2018,3.43,NA
51735,2019,3.43,NA
51735,2020,3.43,NA
51735,2021,3.43,NA
51735,2022,3.43,NA
51735,2023,3.43,NA
51735,2024,3.43,NA
51740,1999,0.895,1.1
51740,2000,0.895,1.1
51740,2001,1.01,1.19
51740,2002,1.01,1.19
51740,2003,1.055,1.235
51740,2004,1.19,1.37
51740,2005,1.28,1.475
51740,2006,1.37,1.58
51740,2007,1.475,1.7
51740,2008,1.58,1.82
51740,2009,1.58,1.82
51740,2010,1.4225,1.64
51740,2011,1.325,1.5275
51740,2012,1.235,1.4225
51740,2013,1.1,1.28
51740,2014,1.1,1.28
51740,2015,1.145,1.325
51740,2016,1.145,1.325
51740,2017,1.19,1.37
51740,2018,1.19,1.37
51740,2019,1.145,1.325
51740,2020,1.235,1.4225
51740,2021,1.28,1.475
51740,2022,1.28,1.475
51740,2023,1.235,1.4225
51740,2024,1.19,1.37
51750,1999,0,0.78
51750,2000,0,0.78
51750,2001,0,0.78
51750,2002,0.195,0.8375
51750,2003,0.585,0.9525
51750,2004,0.505,0.985
51750,2005,0.195,0.8375
51750,2006,0,0.78
51750,2007,0.195,0.8375
51750,2008,0,0.78
51750,2009,0,0.78
51750,2010,0,0.78
51750,2011,0,0.78
51750,2012,0.39,0.895
51750,2013,0.585,0.9525
51750,2014,0,0.78
51750,2015,0,0.78
51750,2016,0.195,0.8375
51750,2017,0,0.78
51750,2018,0,0.78
51750,2019,0,0.78
51750,2020,0,0.78
51750,2021,0.39,0.895
51750,2022,0.195,0.8375
51750,2023,0,0.78
51750,2024,0,0.78
51760,1999,0,0.78
51760,2000,0,0.78
51760,2001,0,0.78
51760,2002,0,0.78
51760,2003,0,0.78
51760,2004,0,0.78
51760,2005,0,0.78
51760,2006,0,0.78
51760,2007,0,0.78
51760,2008,0,0.78
51760,2009,0,0.78
51760,2010,0,0.78
51760,2011,0,0.78
51760,2012,0,0.78
51760,2013,0,0.78
51760,2014,0,0.78
51760,2015,0,0.78
51760,2016,0,0.78
51760,2017,0,0.78
51760,2018,0,0.78
51760,2019,0,0.78
51760,2020,0,0.78
51760,2021,0,0.78
51760,2022,0,0.78
51760,2023,0,0.78
51760,2024,0,0.78
51770,1999,0,0.78
51770,2000,0,0.78
51770,2001,0,0.78
51770,2002,0,0.78
51770,2003,0,0.78
51770,2004,0,0.78
51770,2005,0,0.78
51770,2006,0.195,0.8375
51770,2007,0.39,0.895
51770,2008,0,0.78
51770,2009,0.585,0.9525
51770,2010,0.39,0.895
51770,2011,0,0.78
51770,2012,0.195,0.8375
51770,2013,0.195,0.8375
51770,2014,0,0.78
51770,2015,0,0.78
51770,2016,0,0.78
51770,2017,0,0.78
51770,2018,0,0.78
51770,2019,0,0.78
51770,2020,0,0.78
51770,2021,0,0.78
51770,2022,0,0.78
51770,2023,0,0.78
51770,2024,0,0.78
51775,1999,0,0.78
51775,2000,0,0.78
51775,2001,0,0.78
51775,2002,0,0.78
51775,2003,0,0.78
51775,2004,0,0.78
51775,2005,0,0.78
51775,2006,0,0.78
51775,2007,0.195,0.8375
51775,2008,0.585,0.9525
51775,2009,0.39,0.895
51775,2010,0.195,0.8375
51775,2011,0,0.78
51775,2012,0,0.78
51775,2013,0,0.78
51775,2014,0.39,0.895
51775,2015,0.78,1.01
51775,2016,0.78,1.01
51775,2017,0.585,0.9525
51775,2018,0,0.78
51775,2019,0.585,0.9525
51775,2020,0.585,0.9525
51775,2021,0.78,1.01
51775,2022,0.195,0.8375
51775,2023,0,0.78
51775,2024,0,0.78
51790,1999,1.235,1.4225
51790,2000,1.4225,1.64
51790,2001,1.325,1.5275
51790,2002,1.5275,1.76
51790,2003,1.5875,1.8425
51790,2004,1.985,2.38
51790,2005,2.0675,2.495
51790,2006,2.0675,2.495
51790,2007,1.985,2.38
51790,2008,2.15,2.61
51790,2009,2.0675,2.495
51790,2010,1.985,2.38
51790,2011,1.7,1.985
51790,2012,1.64,1.9025
51790,2013,1.64,1.9025
51790,2014,1.58,1.82
51790,2015,1.58,1.82
51790,2016,1.5275,1.76
51790,2017,1.475,1.7
51790,2018,1.475,1.7
51790,2019,1.7,1.985
51790,2020,1.82,2.15
51790,2021,1.7,1.985
51790,2022,1.4225,1.64
51790,2023,1.4225,1.64
51790,2024,1.37,1.58
51800,1999,1.82,2.15
51800,2000,2.15,2.61
51800,2001,2.265,2.815
51800,2002,2.61,3.43
51800,2003,2.815,3.43
51800,2004,3.225,3.43
51800,2005,3.43,NA
51800,2006,3.43,NA
51800,2007,3.43,NA
51800,2008,3.43,NA
51800,2009,3.43,NA
51800,2010,3.43,NA
51800,2011,3.43,NA
51800,2012,3.02,3.43
51800,2013,3.225,3.43
51800,2014,2.815,3.43
51800,2015,2.61,3.43
51800,2016,3.02,3.43
51800,2017,3.43,NA
51800,2018,3.43,NA
51800,2019,2.61,3.43
51800,2020,2.61,3.43
51800,2021,2.61,3.43
51800,2022,2.61,3.43
51800,2023,2.61,3.43
51800,2024,2.61,3.43
51810,1999,2.15,2.61
51810,2000,2.15,2.61
51810,2001,2.15,2.61
51810,2002,2.495,3.225
51810,2003,2.61,3.43
51810,2004,2.61,3.43
51810,2005,2.815,3.43
51810,2006,2.815,3.43
51810,2007,3.43,NA
51810,2008,3.43,NA
51810,2009,3.43,NA
51810,2010,3.43,NA
51810,2011,3.43,NA
51810,2012,3.02,3.43
51810,2013,2.61,3.43
51810,2014,2.61,3.43
51810,2015,2.61,3.43
51810,2016,2.61,3.43
51810,2017,2.61,3.43
51810,2018,2.61,3.43
51810,2019,2.61,3.43
51810,2020,2.61,3.43
51810,2021,2.61,3.43
51810,2022,2.61,3.43
51810,2023,2.61,3.43
51810,2024,2.61,3.43
51820,1999,0,0.78
51820,2000,0,0.78
51820,2001,0,0.78
51820,2002,0,0.78
51820,2003,0.39,0.895
51820,2004,0.78,1.01
51820,2005,0.4475,0.94
51820,2006,0.8375,1.055
51820,2007,1.01,1.19
51820,2008,1.145,1.3325
51820,2009,1.37,1.58
51820,2010,1.4225,1.64
51820,2011,1.325,1.5275
51820,2012,1.37,1.58
51820,2013,1.37,1.58
51820,2014,1.5875,1.8425
51820,2015,1.475,1.7
51820,2016,1.28,1.475
51820,2017,1.19,1.37
51820,2018,1.5275,1.76
51820,2019,1.325,1.5275
51820,2020,1.325,1.5275
51820,2021,1.43,1.6475
51820,2022,1.64,1.9025
51820,2023,1.7,1.985
51820,2024,1.82,2.15
51830,1999,0,0.78
51830,2000,0,0.78
51830,2001,0,0.78
51830,2002,0,0.78
51830,2003,0,0.78
51830,2004,0.6425,0.9975
51830,2005,1.01,1.19
51830,2006,1.0425,1.235
51830,2007,1.19,1.37
51830,2008,1.145,1.325
51830,2009,0.9975,1.19
51830,2010,0.6425,0.9975
51830,2011,1.01,1.19
51830,2012,0.895,1.1
51830,2013,0.78,1.01
51830,2014,0.78,1.01
51830,2015,0.39,0.895
51830,2016,0,0.78
51830,2017,0.195,0.8375
51830,2018,0.195,0.8375
51830,2019,0,0.78
51830,2020,0.195,0.8375
51830,2021,0,0.78
51830,2022,0,0.78
51830,2023,0.4475,0.94
51830,2024,1.01,1.19
51840,1999,0,0.78
51840,2000,0,0.78
51840,2001,0,0.78
51840,2002,0,0.78
51840,2003,0,0.78
51840,2004,0,0.78
51840,2005,0,0.78
51840,2006,0,0.78
51840,2007,0,0.78
51840,2008,0,0.78
51840,2009,0,0.78
51840,2010,0,0.78
51840,2011,0,0.78
51840,2012,0,0.78
51840,2013,0,0.78
51840,2014,0.78,1.01
51840,2015,0.39,0.895
51840,2016,0,0.78
51840,2017,0,0.78
51840,2018,0,0.78
51840,2019,0,0.78
51840,2020,0,0.78
51840,2021,0,0.78
51840,2022,0,0.78
51840,2023,0,0.78
51840,2024,0,0.78
53001,1999,0.78,1.01
53001,2000,0.985,1.19
53001,2001,1.1,1.28
53001,2002,1.235,1.4225
53001,2003,1.28,1.475
53001,2004,1.055,1.235
53001,2005,1.145,1.325
53001,2006,1.055,1.235
53001,2007,1.145,1.325
53001,2008,1.325,1.5275
53001,2009,1.19,1.37
53001,2010,1.01,1.19
