GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "08000","Colorado",7,SAGDP3N,85,"...","  Military ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "08000","Colorado",7,SAGDP3N,86,"...","  State and local ","Thousands of dollars",-140942,-130054,-141097,-145924,-138948,-150449,-159524,-167012,-196893,-211453,-204265,-189995,-213690,-224471,-259344,-241241,-240864,-260683,-275025,-313178,-316962,-338188,-373675,-751648,-750076,-937794,-716139
 "08000","Colorado",7,SAGDP3N,87,"11,21","Natural resources and mining ","Thousands of dollars",205029,141327,47132,91201,184434,278631,292559,603606,663420,969004,1152928,1289271,1176088,1308781,1546416,1379012,1481126,1850236,1879701,1644012,1723082,1945283,2152583,1502618,2088069,2881473,2952004
 "08000","Colorado",7,SAGDP3N,88,"42,44-45","Trade ","Thousands of dollars",3117683,3281456,3584134,3808455,3995750,4113838,4106373,4262874,4714308,4922656,5252360,5101919,4740010,5091085,5325526,5554437,5764884,6039957,5966145,6474048,6927295,7206191,7487710,6265870,7549128,9349366,9326389
 "08000","Colorado",7,SAGDP3N,89,"22,48-49","Transportation and utilities ","Thousands of dollars",684601,774872,832500,869917,646423,904907,840887,1048786,1110725,1220772,1205554,1259963,1298874,1448431,1488914,1387870,1442978,1515745,1582893,1687523,1815640,1950401,2117271,129180,1007496,2428606,2636359
 "08000","Colorado",7,SAGDP3N,90,"31-33,51","Manufacturing and information ","Thousands of dollars",1307335,1542219,1711298,1903145,1870496,1761857,1744604,1647730,1679064,1526171,1431873,1410085,1502328,1693027,1681352,1483150,1509156,1520424,1550241,1612210,1692703,1728399,1845694,629361,1201043,1855928,1811882
 "08000","Colorado",7,SAGDP3N,91,"...","Private goods-producing industries 2/","Thousands of dollars",948716,995576,891271,1047799,1128918,1236951,1244805,1575003,1670557,1845259,2076499,2202277,2139572,2433282,2683122,2382391,2522357,2854714,2880361,2678274,2814378,3072395,3356932,-40277,1969421,4150770,4242205
 "08000","Colorado",7,SAGDP3N,92,"...","Private services-providing industries 3/","Thousands of dollars",7293134,7846253,8618838,9288352,9417748,10086623,10005785,10707680,11481741,12155870,12825505,12776923,12506622,14587555,14990017,14288656,14787899,15423190,16051356,17421447,18897258,20231602,21578958,11604407,16257713,26236907,27616505
"Note: See the included footnote file."
"SAGDP3N: Taxes on production and imports less subsidies 1."
"Last updated: September 27, 2024-- new statistics for 2023; revised statistics for 2019-2022."
"U.S. Bureau of Economic Analysis"
